"id","Latitude","Longitude","Unique_Squirrel_ID","Date","Age","Shift","Primary_Fur_Color","Location","Specific_Location","Other_Activities","Running","Chasing","Climbing","Eating","Foraging","Kuks","Quaas","Moans","Tail_flags","Tail_twitches","Approaches","Indifferent","Runs_from"
"15256","40.777262464111200","-73.967114709008700","16G-AM-1010-03","2018-10-10","Adult","AM","Gray","Ground Plane","","was hanging out w/ #2 until i showed up","False","False","False","False","True","True","False","False","False","False","False","False","True"
"15257","40.798259794751500","-73.958866025023200","40A-AM-1010-03","2018-10-10","Adult","AM","Gray","Ground Plane","bottom of great hill","","False","False","False","True","True","False","False","False","True","False","False","True","True"
"15258","40.776184178802500","-73.965160154179500","15I-PM-1012-07","2018-10-12","Adult","PM","Cinnamon","Ground Plane","","","True","False","False","False","True","False","False","False","False","False","False","False","False"
"15259","40.769371179994600","-73.979215547368900","3B-PM-1007-11","2018-10-07","Adult","PM","Gray","Above Ground","in tree","","False","False","True","False","False","False","False","False","False","False","False","False","False"
"15260","40.782877889227600","-73.966410050443600","21D-AM-1008-02","2018-10-08","Adult","AM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","True","False","True","False"
"15261","40.774846706196900","-73.974622909464300","10B-PM-1014-05","2018-10-14","Adult","PM","Gray","Ground Plane","","","False","False","False","True","True","False","False","False","False","True","False","False","False"
"15262","40.776109297296500","-73.970509295889200","13E-PM-1008-07","2018-10-08","Adult","PM","Gray","Ground Plane","","","False","False","False","True","True","False","False","False","False","False","False","True","False"
"15263","40.799770819002200","-73.958165594943700","41A-PM-1007-06","2018-10-07","Adult","PM","Black","Ground Plane","","","True","False","True","True","False","False","False","False","False","False","False","False","True"
"15264","40.766299231757500","-73.975556078622700","2F-AM-1006-05","2018-10-06","Adult","AM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","False","False"
"15265","40.782820808380400","-73.969643353398600","20B-AM-1007-01","2018-10-07","Adult","AM","Gray","Ground Plane","","quietly","False","False","False","False","True","False","False","False","False","False","False","True","False"
"15266","40.787896428768000","-73.966471160702200","26A-PM-1006-06","2018-10-06","Adult","PM","Gray","Ground Plane","Tree 90th left 90th & 89","","False","False","True","False","False","False","False","False","True","False","False","False","False"
"15267","40.793375526678700","-73.957594381556400","35E-PM-1006-07","2018-10-06","Adult","PM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","True","True"
"15268","40.772887737797700","-73.969416811864300","11G-PM-1013-01","2018-10-13","Adult","PM","Gray","Above Ground","In the Woods/Brush","","False","False","True","False","True","False","False","False","False","False","False","False","True"
"15269","40.792580780830700","-73.952868250779400","36I-PM-1007-13","2018-10-07","Adult","PM","Gray","Ground Plane","","","False","False","False","True","False","False","False","False","False","True","True","False","False"
"15270","40.772466503644700","-73.978241711513900","7A-AM-1006-01","2018-10-06","Adult","AM","Gray","Above Ground","in tree","","False","False","False","False","True","False","True","False","False","True","False","False","False"
"15271","40.770075080231700","-73.972144293979700","7G-PM-1018-03","2018-10-18","Adult","PM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","False","False"
"15272","40.776988461230500","-73.969847380865000","14E-AM-1008-05","2018-10-08","Adult","AM","Gray","Above Ground","","nest building","False","False","True","False","False","False","False","False","False","False","False","True","False"
"15273","40.768483816820700","-73.976865278566400","3D-PM-1010-03","2018-10-10","Adult","PM","Cinnamon","Ground Plane","","","False","False","False","False","False","False","False","False","False","False","False","False","False"
"15274","40.793758098573000","-73.959099284142300","35D-PM-1013-09","2018-10-13","Adult","PM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","True","False"
"15275","40.770571189797700","-73.972406398677100","7F-PM-1012-01","2018-10-12","Adult","PM","Gray","Ground Plane","","","True","False","False","False","False","False","False","False","False","False","False","True","False"
"15276","40.778787256117700","-73.966136131067700","18G-PM-1013-01","2018-10-13","Adult","PM","Gray","Ground Plane","","burying","False","False","False","True","True","False","False","False","False","False","False","False","True"
"15277","40.770130421194400","-73.973075060121200","6F-PM-1008-01","2018-10-08","Adult","PM","Gray","Above Ground","","","False","True","False","False","False","False","False","False","False","False","False","False","False"
"15278","40.772086812454400","-73.971970670614000","9F-AM-1013-04","2018-10-13","Adult","AM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","False","False"
"15279","40.795104437820700","-73.956211745510000","38E-AM-1010-09","2018-10-10","Adult","AM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","True","False"
"15280","40.790542354615500","-73.956402362661900","33G-AM-1013-02","2018-10-13","Adult","AM","Gray","Above Ground","shelter in hole in tree","","False","False","True","False","False","False","False","False","False","False","False","True","True"
"15281","40.795247554804800","-73.953262012830700","39G-AM-1018-01","2018-10-18","Adult","AM","Gray","Ground Plane","","dead (something ran over it)","False","False","False","False","False","False","False","False","False","False","False","False","False"
